EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Eastern Canada	15/03/1993 12:00:00 AM	Eastern Canada off Cape Sable Island NS, March 15, 1993. March blizzards caused by a mid-latitude cyclone which moved up the North American eastern seaboard eventually claimed more than 240 lives; at one point over 3 million people were left without electricity. On the 15th, the storm caused the sinking of the 177 metre Liberian-registered freighter, "Gold Bond Conveyor". Loaded with gypsum, it sank about 200 km off Cape Sable Island in waves up to 20 m and winds gusting up to 120 km/h, after setting sail from Halifax, Nova Scotia, despite warnings of hurricane-force winds.  Most crew members were from Hong Kong; there were no survivors of the 33 aboard.	33	0	0	19866000.0000	29799000.0	15/03/1993 12:00:00 AM						19866000.0000		0	0.0	
Incident	Technology	Explosion	Non-Residential	Plymouth NS	09/05/1992 12:00:00 AM	Plymouth NS, May 9, 1992. A coal-dust explosion detonated by burning methane gas at the Westray Mine (on the Foord Seam) in Plymouth, killed 26 miners of which 11 were killed by the explosion and the other 15 were presumed dead when rescue attempts were abandoned due to dangerous conditions and risk of another explosion.	26	0	0			09/05/1992 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Maritime Provinces	01/02/1992 12:00:00 AM	Maritime Provinces, February 1-4, 1992.  A 110-hour-long blizzard with gusts up to 140 km/h brought record snowfall of 163 cm to Moncton, New Brunswick; several other cities recorded more than 100 cm of snow; traffic was brought to a standstill; many stranded motorists had to be rescued, and many schools and businesses throughout the Maritimes were closed in the aftermath.	0	0	0	0.0000	0.0	04/02/1992 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Maritime Provinces	25/10/1991 12:00:00 AM	Maritime Provinces, especially Nova Scotia, October 25 - November 3, 1991. The "Halloween Storm" of 1991, was produced by two hurricanes: "Grace" and an unnamed storm over the north Atlantic; on the Scotian slope the highest wave in the world ever recorded by an instrument was measured as 30.7 metres.	0	0	0	0.0000	0.0	03/11/1991 12:00:00 AM								0	0.0	
Incident	Technology	Hazardous Chemicals	Leak / Spill Release	Canso NS	08/10/1991 12:00:00 AM	Canso NS, October 8, 1991. An operator error occurred during the installation of a refrigerator which converts freon to ammonia; a subcontractor left a gate open on a pipe which he thought was out of service; 20 tonnes of freon were released.	0	0	0			08/10/1991 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Northumberland Strait (NS and PE)	01/08/1990 12:00:00 AM	Northumberland Strait NS and PE, August 1990. Six crew were killed when a cargo ship sailing south of Nova Scotia was battered by hurricane Bertha; winds and heavy rains damaged Prince Edward Island's corn and tobacco crops; huge surf pounded the island's coast, and up to 190 mm of rainfall was recorded in some areas.	6	0	0	4427167.0000	7250615.3	01/08/1990 12:00:00 AM					4427167.0000			0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Nova Scotia	10/09/1989 12:00:00 AM	Nova Scotia, September 10, 1989. Hurricane "Gabrielle" battered the coast of Nova Scotia with 6 to 9 metre swells and winds gusting to 150 km/h; one man was killed when a huge wave swept him into the ocean.	1	0	0			10/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Hazardous Chemicals	Fire	Canning NS	30/05/1986 12:00:00 AM	Canning NS, May 30, 1986. 500 evacuated; residents of the small farming community of Canning had to leave home after a chemical supplies warehouse caught fire and spewed hazardous fumes and smoke over the town.	0	0	500			30/05/1986 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Truro NS	05/02/1984 12:00:00 AM	Truro NS, February 5-8, 1984. A combination of mild temperatures, rainfall, snowmelt and ice jams caused flooding in the Truro area; along the Salmon and North Rivers several homes were inundated; Feb. flood described as the worst in 50 years; one death from fumes while pumping out a basement.	1	0	0			08/02/1984 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	Cape Breton Island NS	25/10/1983 12:00:00 AM	Cape Breton Island NS, October 25, 1983. The eastern shores of Cape Breton Island were struck by a storm surge. Water levels rose to 0.761.5 m above the normal high water mark.  The storm flooded highways as well as destroying 30 fishing boats and thousands of lobster traps.	0	0	0			25/10/1983 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	Eastern Canada	01/01/1983 12:00:00 AM	Eastern Canada, 1983. Most damages were to the apple industry.	0	0	0			01/01/1983 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Cold Event	Across Canada	05/01/1982 12:00:00 AM	Across Canada, January 5-28, 1982. Three week cold spell; trucks and trains failed and were abandoned until milder weather came; a damaged steel bridge forced a 200 km detour of the Alaskan highway; more than 25 highways in Ontario were closed in areas due to blowing snow and poor visibility.  In the northern Prairies, temperatures as low as -47°C were recorded on January 17.	0	0	0			05/01/1982 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Explosion	Non-Residential	Glace Bay NS	24/02/1979 12:00:00 AM	Glace Bay NS, February 24, 1979. The 12 deaths and 4 injuries were the result of an explosion in the #26 mine.	12	4	0			24/02/1979 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	Western, Central and Northern NS	02/02/1976 12:00:00 AM	Western, Central and Northern NS, February 2-3, 1976. The "Groundhog Day Storm": high winds damaged roofs and windows, knocked down trees and power and telephone lines and caved in a 550 m sea wall.  The biggest impacts were caused by a storm surge. The fishing industry was greatly affected by the damage to the shoreline as a result of the extremely high tides. Refer to the New Brunswick entry for more information on this storm system.	0	0	0	4137800.0000	17083392.9	03/02/1976 12:00:00 AM	2067621.0000	2070179.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Newfoundland, Prince Edward Island and Nova Scotia	17/06/1973 12:00:00 AM	Maritimes, June 17, 1973. A sudden severe storm struck the Atlantic provinces causing extensive damage to fishermen's gear.	0	0	0	5330000.0000	28998813.6	17/06/1973 12:00:00 AM	2314500.0000	3015500.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Dartmouth NS	15/08/1971 12:00:00 AM	Dartmouth NS, August 15-16, 1971. Hurricane "Beth" produced 296 mm of rain in Nova Scotia; damage to crops was extensive, sections of highways and bridges were washed out; fresh water supplies in Dartmouth, Nova Scotia were left contaminated for days because of extensive runoff into Lake Antigonish.	0	0	0	2426000.0000	14904229.7	16/08/1971 12:00:00 AM	833229.0000	1592771.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Nova Scotia	13/02/1971 12:00:00 AM	Nova Scotia, February 13-15, 1971.  Floods due to heavy rains and high temperatures, which caused snowmelt and ice jamming. There was widespread flood damage; homes and businesses flooded, highways and roads inundated.						15/02/1971 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Halifax NS	02/02/1969 12:00:00 AM	Halifax NS, February 2, 1969. A snowstorm hit Halifax, leaving 75 cm in the downtown area, and 96 cm of snow in the suburbs; most of the snow fell within 24 hours.	0	0	0			02/02/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Maritime Provinces	21/10/1968 12:00:00 AM	Maritime Provinces, October 21, 1968. Remnants of Hurricane "Gladys" passed over Cape Breton Island, killing one person and producing rainfall of 45-90 mm; the storm caused flooding in New Brunswick and Nova Scotia.	1	0	0	0.0000	0.0	21/10/1968 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Nova Scotia	11/10/1967 12:00:00 AM	Nova Scotia, October 11-12, 1967. It produced heavy rainfall, resulting in serious flooding throughout Nova Scotia.	0	0	0			12/10/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Maritime Provinces	01/12/1964 12:00:00 AM	Maritime Provinces, December 1-2, 1964. A severe snowstorm hit the Maritimes, with gales reaching gust speeds of 160 km/h.  Three fishing boats, including two large draggers, were lost in the storm, accounting for 23 deaths and 8 reported injuries.	23	8	0	0.0000	0.0	02/12/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Nova Scotia	13/09/1964 12:00:00 AM	Nova Scotia, 1964. Hurricane Ethel caused widespread flooding in Nova Scotia.	0	0	0			16/09/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Heat Event	Nova Scotia	26/07/1963 12:00:00 AM	Nova Scotia, July 26-28, 1963. The longest sustained heat wave in Halifax since 1928 with temperatures of 33-34°C; greater traffic volume caused many minor accidents and several people went to hospital; four individuals drowned, and one died in a burning car.	5	0	0			28/07/1963 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Nova Scotia	07/10/1962 12:00:00 AM	Nova Scotia, October 7-8, 1962.  Hurricane/tropical cyclone "Daisy".	0	0	0			08/10/1962 12:00:00 AM								0	0.0	
Incident	Technology	Hazardous Chemicals	Marine Release	Chedabucto Bay NS	04/02/1960 12:00:00 AM	Chedabucto Bay NS, February 4, 1960. The tanker "Arrow" ran aground on Cerberus Rock and polluted 300 km of coast. The 18,000 ton Liberian ship owned by Sunstone Marine S.A. Panama was carrying 16,000 tons of Bunker C fuel oil for Imperial Oil Limited from Venezuela to the plant in the Strait of Canso.	0	0	0			04/02/1960 12:00:00 AM								0	0.0	
